ID,Title,Status,Release,Description,RoadmapLink,MicrosoftNotes
481826,Add multiple SharePoint agents in a single Teams conversation,In development,September CY2025,"Users can include more than one SharePoint agent as a participant in a Teams group chat, meeting chat, or channel.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=481826,
481824,SharePoint: SharePoint agents are available in Teams app Store,In development,September CY2025,"You can find and add SharePoint agents from the Teams app Store.
",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=481824,
481823,SharePoint: SharePoint agents in Teams Mobile,In development,September CY2025,"Use SharePoint agents in Teams Mobile group chats and meetings.
",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=481823,
481822,SharePoint: SharePoint Agents in Teams Channels,In development,September CY2025,SharePoint agents can be used in a Teams Channel similar to how they can be used in a Teams Group Chat.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=481822,
478924,Microsoft Viva: Viva Engage - Multi-language posts,In development,September CY2025,Authors of Viva Engage posts will be able to add multiple manually written translations to a single post.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=478924,
480730,Microsoft Purview compliance portal: Insider Risk Management - Risky AI usage,In development,September CY2025,"With this update, Insider Risk Management will help admins identify risky AI usage. We are adding new detections of intentional and unintentional insider risk activity on generative AI apps that can pose a risk to an organization. Activities will include risky prompts containing sensitive info or risky intent and sensitive responses containing sensitive info or is generated from sensitive files or sites.  Coverage will span across Microsoft Copilots and 3P generative AI apps. These detections will also contribute to Adaptive Protection insider risk levels.

Microsoft Purview Insider Risk Management correlates various signals to identify potential malicious or inadvertent insider risks such as IP theft, data leakage, and security violations. Insider Risk Management enables customers to create policies based on their own internal policies, governance, and organizational requirements. Built with privacy by design, users are pseudonymized by default, and role-based access controls and audit logs are in place to help ensure user-level privacy.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=480730,
478611,Microsoft Teams: Facilitator agent ,In development,September CY2025,"The Facilitator agent works alongside you and your team to help you manage your meetings effortlessly. Throughout the meeting, Facilitator takes notes that everyone can co-author, manages the time and agenda, and can quickly surface relevant information from the web or the conversation itself.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=478611,
475058,Microsoft Purview compliance portal: Insider Risk Management - User analytics,In development,September CY2025,"With this feature, insights will be generated for potentially risky behaviors at a user level and will be surfaced across the following experiences:

1) Insider risk management context in DLP alert investigation
2) Insider risk management context in Communication compliance alert investigation
3) Insider risk management context in Microsoft Defender XDR user entity page
4) Advanced hunting in Microsoft Defender XDR  

User analytics will cover all eligible users in the tenant including users not in the scope of any Insider risk management policy. Customers can enable/disable user analytics in their tenant from Insider Risk Management settings.

Microsoft Purview Insider Risk Management correlates various signals to identify potential malicious or inadvertent insider risks, such as IP theft, data leakage, and security violations. Insider Risk Management enables customers to create policies to manage security and compliance. Built with privacy by design, users are pseudonymized by default, and role-based access controls and audit logs are in place to help ensure user-level privacy.  ",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=475058,
473461,Word: Draft on a selection and retain your existing formatting,In development,September CY2025,Draft on a selection and retain your existing formatting so that your content is seamless and fits with your document.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=473461,
473439,Outlook: Online archive for shared mailboxes in the new Outlook for Windows,In development,September CY2025,"Online archive mailboxes will appear in the folder pane alongside other accounts, making it easier to access archived content for shared mailboxes. #newoutlookforwindows",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=473439,
422324,OneNote: Summary and Q&A in OneNote Mobile with Copilot (Iphone),In development,September CY2025,"With this new Summary feature in OneNote mobile, you can create a short and fluent summary of your longer pages which will help to consume relevant information faster. With the Question and Answer at your fingertips, you can get real-time answers to your queries directly within your notes, enhancing your ability to access and utilize information quickly and effectively.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=422324,
422323,OneNote: Summary and Q&A in OneNote Mobile with Copilot (Android),In development,September CY2025,"With this new Summary feature in OneNote mobile, you can create a short and fluent summary of your longer pages which will help to consume relevant information faster. With the Question and Answer at your fingertips, you can get real-time answers to your queries directly within your notes, enhancing your ability to access and utilize information quickly and effectively.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=422323,
419811,Microsoft Teams: Decorate your background for GCC and GCC High environments (Premium),In development,September CY2025,"Decorate your background is now available to customers in the GCC and GCC High environments. Decorate your background is a generative background effect in Teams that makes meetings more fun and personal by using AI to spruce up your meeting background. Blend your physical and digital spaces, enabling you to revamp what’s seen of your physical meeting space for each call. This technology allows for effortless room clean-ups, adding virtual plants, or festive decorations for special events. Decorate your background requires a Teams Premium license.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=419811,
429646,Microsoft Copilot (Microsoft 365): Copilot Chat - Teams chats in ContextIQ,In development,September CY2025,Users will be able to search for and select Teams chats in ContextIQ to scope their prompts in Copilot Chat.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=429646,
469503,OneDrive: Agents in OneDrive,In development,September CY2025,"Find yourself referencing the same files to Copilot in OneDrive? We are bringing the power of agents to OneDrive, allowing you to build, use, and share your own agents using files and content stored in your OneDrive. This feature requires a Microsoft Copilot for Microsoft 365 license and will be available to commercial customers on OneDrive Web.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=469503,
89975,Microsoft Teams: Ability for all participants to start collaborative annotations,In development,September CY2025,<div><span>All participants in meetings are now able to start collaborative annotations. This will only be available in the new Microsoft Teams experience.</span> </div><div> </div>,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=89975,
412621,Microsoft Copilot (Microsoft 365): Viva Connections cards in Microsoft 365 Copilots,In development,September CY2025,"Microsoft 365 Copilot brings Viva Connections cards to conversations. When a card is relevant for a specific topic, the card will surface in the conversation chat and users will be able to interact with it directly from Microsoft 365 Copilot without interrupting the user's flow.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=412621,
396562,Microsoft Graph: Graph API - Copilot for Microsoft 365 usage,In development,September CY2025,"Copilot for Microsoft 365 usage will be added to the Microsoft Graph API, allowing for the creation of customized reporting and analytics. Metrics included in the Graph API will match those available in the Copilot for Microsoft 365 usage report in the Microsoft 365 admin center, including tenant-level count of enabled users and active users, as well as last activity date per user (all up and per Microsoft 365 app).",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=396562,
422503,Microsoft Purview compliance portal: Insider Risk Management - Administrative units support,In development,September CY2025,"Administrative units allow admins with appropriate permissions to subdivide the organization into smaller units, and then assign specific admins or role groups that can manage only the members of those units. For example, German administrators can only create/manage policies for only German users, and German investigators can only investigate alerts and activities from only German users.

Microsoft Purview Insider Risk Management correlates various signals to identify potential malicious or inadvertent insider risks, such as IP theft, data leakage, and security violations. Insider Risk Management enables customers to create policies based on their own internal policies, governance, and organizational requirements. Built with privacy by design, users are pseudonymized by default, and role-based access controls and audit logs are in place to help ensure user-level privacy.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=422503,
117531,Microsoft Purview compliance portal: Information Protection - New cmdlet for Content Explorer (U.S. Government clouds),In development,September CY2025,"We apologize for the inconvenience, but this item was updated to Rolling out incorrectly. Thank you for your patience. The Content Explorer Export feature has a limitation of exporting data only after drill down to specific location. This update will allow admins to use a new cmdlet within Security & Compliance PowerShell, Export-ContentExplorerData, to export all rows of data for the content that are scanned and shown on the Content Explorer.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=117531,
423047,Outlook: Mail Merge (Advanced) on Outlook on the Web and new Outlook for Windows,In development,September CY2025,"Mail Merge (Basic) will be improved upon to allow fields to be replaced by values per email address. When Mail Merge (Advanced) is launched, not only will every recipient receive their own email with only their email address in the recipients list, but the emails can further be personalized to include content such as their name. #newoutlookforwindows ",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=423047,
397094,"Outlook: Sharing Word, Excel, and PowerPoint local files through the new Outlook for Windows",In development,September CY2025,"When users are in Microsoft Word, Excel, or PowerPoint apps, and they want to share a file that is saved locally in their device (not stored in a cloud location), the new Outlook for Windows will show up as a share target and they will be able to easily email the file. #newoutlookforwindows.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=397094,
420335,Microsoft Edge: Rewrite by Copilot in Edge is being upgraded to include enterprise data protection compliance standards,In development,September CY2025,"Rewrite by Copilot in Edge, which lets users edit typed text for tone, format, and length within an open page in Microsoft Edge, is being updated to include enterprise data protection for commercial customers. Once Rewrite is available, users signed in with a Microsoft Entra ID will have enterprise data protection when using the feature in Microsoft Edge.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=420335,
416062,Microsoft Copilot (Microsoft 365): Scope delegated mailbox access for emails in Business Chat,In development,September CY2025,Scope Copilot queries in emails for delegated mailboxes.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=416062,
382633,Exchange: High Volume Email for Microsoft 365,In development,September CY2025,High Volume Email is a new service for line of business applications and other high-volume SMTP scenarios that enables you to send internal messages beyond the current limits of Exchange Online.,https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=382633,
381750,Microsoft Purview compliance portal: Data Loss Prevention for endpoints - Optical character recognition (OCR) support for embedded images in endpoint,In development,September CY2025,"This release will extend OCR support from standalone images (JPEG, JPG, PNG, BMP, TIFF, and PDF) to images embedded inside the following files and file types: Office files (XLSX, DOCX, PPTX), container files (zip, rar, 7z, and more), and PDF files. Image-only PDF files are already supported, and this this release will support hybrid PDF files containing images and searchable text.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=381750,
408543,Microsoft Viva: Copilot Headlines report in Advanced Insights,In development,September CY2025,"Insights analysts and leaders are interested in finding highlights and opportunities in their Copilot adoption data, but it can be time-consuming to find the groups that are experiencing dramatic trends or have much higher or lower Copilot usage than expected. Copilot Headlines shows an analyst where interesting things are happening in their data by automatically scanning a query and looking for outliers, changes over time, and differences from dynamic internal benchmarks. Analysts receive the headlines in a Power BI report as a table, along with supporting visualizations to help explore and validate the results.",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=408543,
165707,Microsoft Purview compliance portal: Information Protection - Optical character recognition (OCR) support for Exchange Online and Teams,In development,September CY2025,"<div>Optical character recognition (OCR) support will detect sensitive content in images and subsequently apply data loss prevention (DLP) policies to prevent exfiltration of that sensitive data in Exchange Online and Microsoft Teams. This release supports key file types like JPG, JPEG, PNG, TIFF, BMP and PDF (image only PDF). </div><div> </div>",https://www.microsoft.com/en-us/microsoft-365/roadmap?featureid=165707,
